brand;print;subscr_type;pricecat;Date;newcheck;churncheck;switcher_outflow;trans_outflow;inflow_transformers;inflow_switchers;currentcheck
DS;Digi;DIGI;BASE;2015-01-01;68;218;12;10;173;37;4334.0
DS;Digi;DIGI;BASE;2015-02-01;41;160;6;9;176;33;4408.0
DS;Digi;DIGI;BASE;2015-03-01;51;138;12;6;109;37;4449.0
DS;Digi;DIGI;BASE;2015-04-01;54;120;14;7;133;42;4535.0
DS;Digi;DIGI;BASE;2015-05-01;35;160;13;8;147;32;4466.0
DS;Digi;DIGI;BASE;2015-06-01;36;121;18;2;204;34;4701.0
DS;Digi;DIGI;BASE;2015-07-01;41;133;11;12;109;19;4723.0
DS;Digi;DIGI;BASE;2015-08-01;33;134;10;47;145;35;4754.0
DS;Digi;DIGI;BASE;2015-09-01;55;152;13;51;133;25;4751.0
DS;Digi;DIGI;BASE;2015-10-01;37;136;17;47;249;30;4869.0
DS;Digi;DIGI;BASE;2015-11-01;37;163;11;21;259;53;5021.0
DS;Digi;DIGI;BASE;2015-12-01;31;202;85;38;308;28;5072.0
DS;Digi;DIGI;BASE;2016-01-01;92;281;462;26;116;50;4433.0
DS;Digi;DIGI;BASE;2016-02-01;29;214;199;22;250;177;4562.0
DS;Digi;DIGI;BASE;2016-03-01;44;147;47;16;188;54;4640.0
DS;Digi;DIGI;BASE;2016-04-01;29;189;16;30;190;32;4656.0
DS;Digi;DIGI;BASE;2016-05-01;36;139;13;14;193;36;4754.0
DS;Digi;DIGI;BASE;2016-06-01;46;151;9;34;229;42;4867.0
DS;Digi;DIGI;BASE;2016-07-01;54;150;13;21;242;36;4912.0
DS;Digi;DIGI;BASE;2016-08-01;45;180;10;18;224;37;5112.0
DS;Digi;DIGI;BASE;2016-09-01;63;162;19;16;164;30;5178.0
DS;Digi;DIGI;BASE;2016-10-01;54;168;14;18;113;42;5182.0
DS;Digi;DIGI;BASE;2016-11-01;50;173;23;16;109;34;5166.0
DS;Digi;DIGI;BASE;2016-12-01;26;162;25;26;111;38;5122.0
DS;Digi;DIGI;BASE;2017-01-01;33;190;17;22;108;45;5085.0
DS;Digi;DIGI;BASE;2017-02-01;32;177;12;16;94;41;5048.0
DS;Digi;DIGI;BASE;2017-03-01;46;125;12;19;100;46;5099.0
DS;Digi;DIGI;BASE;2017-04-01;39;126;8;8;72;47;4937.0
DS;Digi;DIGI;BASE;2017-05-01;33;113;13;9;91;42;5140.0
DS;Digi;DIGI;BASE;2017-06-01;41;151;9;11;81;44;5134.0
DS;Digi;DIGI;BASE;2017-07-01;30;113;5;18;100;40;5167.0
DS;Digi;DIGI;BASE;2017-08-01;46;105;10;10;103;37;5235.0
DS;Digi;DIGI;BASE;2017-09-01;39;158;12;15;124;45;5257.0
DS;Digi;DIGI;BASE;2017-10-01;29;145;13;7;129;44;5304.0
DS;Digi;DIGI;BASE;2017-11-01;44;124;13;8;226;38;5465.0
DS;Digi;DIGI;BASE;2017-12-01;28;144;14;10;156;51;5462.0
DS;Digi;DIGI;BASE;2018-01-01;57;138;8;12;115;51;5598.0
DS;Digi;DIGI;BASE;2018-02-01;47;131;13;12;136;65;5686.0
DS;Digi;DIGI;BASE;2018-03-01;40;143;8;13;167;58;5789.0
DS;Digi;DIGI;BASE;2018-04-01;31;165;18;12;150;61;5844.0
DS;Digi;DIGI;BASE;2018-05-01;28;135;9;9;167;66;5956.0
DS;Digi;DIGI;BASE;2018-06-01;55;136;9;12;162;47;6061.0
DS;Digi;DIGI;BASE;2018-07-01;43;123;9;13;174;68;6211.0
DS;Digi;DIGI;BASE;2018-08-01;35;139;10;8;171;53;6319.0
DS;Digi;DIGI;BASE;2018-09-01;49;161;17;15;190;49;5989.0
DS;Digi;DIGI;BASE;2018-10-01;59;140;24;7;181;63;6540.0
DS;Digi;DIGI;BASE;2018-11-01;43;148;11;16;151;43;6606.0
DS;Digi;DIGI;BASE;2018-12-01;31;148;14;11;202;56;6720.0
DS;Digi;DIGI;BASE;2019-01-01;53;173;17;18;200;38;6802.0
DS;Digi;DIGI;BASE;2019-02-01;38;173;25;18;137;77;6846.0
DS;Digi;DIGI;BASE;2019-03-01;62;141;25;21;172;94;6654.0
DS;Digi;DIGI;BASE;2019-04-01;51;169;29;27;140;90;7044.0
DS;Digi;DIGI;BASE;2019-05-01;40;118;16;18;149;58;7135.0
DS;Digi;DIGI;BASE;2019-06-01;43;165;17;23;136;75;7137.0
DS;Digi;DIGI;BASE;2019-07-01;41;137;17;18;163;57;7286.0
DS;Digi;DIGI;BASE;2019-08-01;33;133;18;26;137;62;7352.0
DS;Digi;DIGI;BASE;2019-09-01;40;129;21;28;97;66;7373.0
DS;Digi;DIGI;BASE;2019-10-01;42;128;33;14;91;72;7404.0
DS;Digi;DIGI;BASE;2019-11-01;42;167;20;18;109;81;7430.0
DS;Digi;DIGI;BASE;2019-12-01;44;189;16;37;80;45;7353.0
DS;Digi;DIGI;BASE;2020-01-01;58;139;15;35;75;56;7360.0
DS;Digi;DIGI;BASE;2020-02-01;59;155;22;34;102;70;7383.0
DS;Digi;DIGI;BASE;2020-03-01;76;130;18;31;118;94;7486.0
DS;Digi;DIGI;BASE;2020-04-01;90;128;20;28;272;76;7753.0
DS;Digi;DIGI;BASE;2020-05-01;83;152;19;16;611;80;8338.0
DS;Digi;DIGI;BASE;2020-06-01;75;154;36;20;554;93;8858.0
DS;Digi;DIGI;BASE;2020-07-01;70;179;27;36;138;80;8898.0
DS;Digi;DIGI;BASE;2020-08-01;75;145;18;27;126;73;8976.0
DS;Digi;DIGI;BASE;2020-09-01;74;168;34;17;125;75;9022.0
DS;Digi;DIGI;BASE;2020-10-01;72;176;32;32;124;83;9056.0
DS;Digi;DIGI;BASE;2020-11-01;67;184;20;23;103;89;9081.0
DS;Digi;DIGI;BASE;2020-12-01;56;164;18;31;206;84;9216.0
DS;Digi;DIGI;BASE;2021-01-01;55;180;30;37;196;77;9293.0
DS;Digi;DIGI;BASE;2021-02-01;79;188;22;33;136;107;9362.0
DS;Digi;DIGI;BASE;2021-03-01;100;152;18;32;157;82;9491.0
DS;Digi;DIGI;BASE;2021-04-01;55;159;23;27;447;90;9882.0
DS;Digi;DIGI;BASE;2021-05-01;62;153;30;24;436;83;10260.0
DS;Digi;DIGI;BASE;2021-06-01;66;145;20;27;107;88;10325.0
DS;Digi;DIGI;PROMO;2015-01-01;225;112;6;118;4;6;702.0
DS;Digi;DIGI;PROMO;2015-02-01;93;159;6;112;5;2;541.0
DS;Digi;DIGI;PROMO;2015-03-01;160;77;0;35;7;4;604.0
DS;Digi;DIGI;PROMO;2015-04-01;101;121;2;50;3;8;537.0
DS;Digi;DIGI;PROMO;2015-05-01;103;81;2;39;10;1;535.0
DS;Digi;DIGI;PROMO;2015-06-01;52;85;4;44;1;2;459.0
DS;Digi;DIGI;PROMO;2015-07-01;42;34;2;47;12;4;436.0
DS;Digi;DIGI;PROMO;2015-08-01;43;21;4;55;52;1;455.0
DS;Digi;DIGI;PROMO;2015-09-01;69;16;3;45;59;2;522.0
DS;Digi;DIGI;PROMO;2015-10-01;41;29;2;84;56;4;504.0
DS;Digi;DIGI;PROMO;2015-11-01;31;35;2;93;30;1;440.0
DS;Digi;DIGI;PROMO;2015-12-01;28;31;3;87;41;2;390.0
DS;Digi;DIGI;PROMO;2016-01-01;35;21;15;42;26;6;376.0
DS;Digi;DIGI;PROMO;2016-02-01;24;26;6;65;33;1;341.0
DS;Digi;DIGI;PROMO;2016-03-01;25;23;4;72;22;3;292.0
DS;Digi;DIGI;PROMO;2016-04-01;42;22;0;49;34;8;307.0
DS;Digi;DIGI;PROMO;2016-05-01;48;20;0;53;16;1;305.0
DS;Digi;DIGI;PROMO;2016-06-01;37;18;0;58;35;5;303.0
DS;Digi;DIGI;PROMO;2016-07-01;36;17;0;45;21;4;301.0
DS;Digi;DIGI;PROMO;2016-08-01;34;14;2;59;24;7;289.0
DS;Digi;DIGI;PROMO;2016-09-01;59;11;1;56;18;7;305.0
DS;Digi;DIGI;PROMO;2016-10-01;28;16;2;35;22;4;313.0
DS;Digi;DIGI;PROMO;2016-11-01;57;22;1;52;214;7;514.0
DS;Digi;DIGI;PROMO;2016-12-01;81;36;1;36;84;7;605.0
DS;Digi;DIGI;PROMO;2017-01-01;59;26;0;59;26;12;623.0
DS;Digi;DIGI;PROMO;2017-02-01;56;31;1;55;19;8;624.0
DS;Digi;DIGI;PROMO;2017-03-01;99;32;2;64;16;9;647.0
DS;Digi;DIGI;PROMO;2017-04-01;62;27;2;46;28;11;666.0
DS;Digi;DIGI;PROMO;2017-05-01;63;30;0;73;72;13;713.0
DS;Digi;DIGI;PROMO;2017-06-01;54;26;0;59;34;2;720.0
DS;Digi;DIGI;PROMO;2017-07-01;61;26;2;62;27;7;726.0
DS;Digi;DIGI;PROMO;2017-08-01;80;26;2;57;61;5;791.0
DS;Digi;DIGI;PROMO;2017-09-01;47;33;4;94;169;10;897.0
DS;Digi;DIGI;PROMO;2017-10-01;48;44;4;90;107;3;912.0
DS;Digi;DIGI;PROMO;2017-11-01;81;58;2;172;100;7;860.0
DS;Digi;DIGI;PROMO;2017-12-01;69;55;1;115;121;3;873.0
DS;Digi;DIGI;PROMO;2018-01-01;55;59;5;84;119;9;926.0
DS;Digi;DIGI;PROMO;2018-02-01;56;44;4;80;113;10;979.0
DS;Digi;DIGI;PROMO;2018-03-01;103;52;2;145;103;7;996.0
DS;Digi;DIGI;PROMO;2018-04-01;74;64;5;121;89;10;984.0
DS;Digi;DIGI;PROMO;2018-05-01;37;72;2;131;69;4;891.0
DS;Digi;DIGI;PROMO;2018-06-01;73;56;1;109;72;7;869.0
DS;Digi;DIGI;PROMO;2018-07-01;56;37;3;105;123;13;914.0
DS;Digi;DIGI;PROMO;2018-08-01;74;55;1;142;60;3;863.0
DS;Digi;DIGI;PROMO;2018-09-01;52;46;3;148;119;5;817.0
DS;Digi;DIGI;PROMO;2018-10-01;66;50;0;122;97;15;859.0
DS;Digi;DIGI;PROMO;2018-11-01;73;41;3;85;113;8;927.0
DS;Digi;DIGI;PROMO;2018-12-01;48;70;6;138;94;12;874.0
DS;Digi;DIGI;PROMO;2019-01-01;67;60;2;141;117;8;858.0
DS;Digi;DIGI;PROMO;2019-02-01;56;43;4;102;93;4;867.0
DS;Digi;DIGI;PROMO;2019-03-01;71;46;6;140;47;18;798.0
DS;Digi;DIGI;PROMO;2019-04-01;49;39;8;115;36;15;756.0
DS;Digi;DIGI;PROMO;2019-05-01;70;40;3;129;28;13;688.0
DS;Digi;DIGI;PROMO;2019-06-01;67;30;2;115;133;10;749.0
DS;Digi;DIGI;PROMO;2019-07-01;55;38;5;125;299;11;956.0
DS;Digi;DIGI;PROMO;2019-08-01;60;52;6;128;178;3;1016.0
DS;Digi;DIGI;PROMO;2019-09-01;75;62;2;69;267;14;1238.0
DS;Digi;DIGI;PROMO;2019-10-01;84;75;4;66;310;31;1518.0
DS;Digi;DIGI;PROMO;2019-11-01;71;93;42;90;228;12;1608.0
DS;Digi;DIGI;PROMO;2019-12-01;68;138;28;76;126;5;1562.0
DS;Digi;DIGI;PROMO;2020-01-01;88;76;5;48;183;4;1701.0
DS;Digi;DIGI;PROMO;2020-02-01;92;71;5;84;274;11;1927.0
DS;Digi;DIGI;PROMO;2020-03-01;192;84;7;90;105;8;2049.0
DS;Digi;DIGI;PROMO;2020-04-01;280;68;5;132;174;10;2303.0
DS;Digi;DIGI;PROMO;2020-05-01;171;92;12;565;580;8;2452.0
DS;Digi;DIGI;PROMO;2020-06-01;169;102;11;445;1072;6;3082.0
DS;Digi;DIGI;PROMO;2020-07-01;71;128;7;100;704;10;3634.0
DS;Digi;DIGI;PROMO;2020-08-01;63;129;7;76;242;8;3726.0
DS;Digi;DIGI;PROMO;2020-09-01;73;162;12;100;198;10;3736.0
DS;Digi;DIGI;PROMO;2020-10-01;146;265;17;102;200;16;3721.0
DS;Digi;DIGI;PROMO;2020-11-01;162;197;6;74;186;8;3786.0
DS;Digi;DIGI;PROMO;2020-12-01;122;174;14;177;180;8;3726.0
DS;Digi;DIGI;PROMO;2021-01-01;150;118;14;178;165;5;3742.0
DS;Digi;DIGI;PROMO;2021-02-01;132;162;11;116;180;7;3770.0
DS;Digi;DIGI;PROMO;2021-03-01;174;139;5;155;159;10;3817.0
DS;Digi;DIGI;PROMO;2021-04-01;123;157;12;448;187;6;3525.0
DS;Digi;DIGI;PROMO;2021-05-01;127;130;7;396;139;9;3247.0
DS;Digi;DIGI;PROMO;2021-06-01;75;101;5;100;118;10;3251.0
DS;Digi;DIGI;STUDENTS;2015-01-01;15;9;1;5;5;2;264.0
DS;Digi;DIGI;STUDENTS;2015-02-01;9;12;1;4;3;1;261.0
DS;Digi;DIGI;STUDENTS;2015-03-01;12;9;0;3;1;5;269.0
DS;Digi;DIGI;STUDENTS;2015-04-01;4;11;0;0;2;2;264.0
DS;Digi;DIGI;STUDENTS;2015-05-01;12;10;0;1;1;2;255.0
DS;Digi;DIGI;STUDENTS;2015-06-01;5;14;0;0;2;1;261.0
DS;Digi;DIGI;STUDENTS;2015-07-01;7;32;0;7;1;0;230.0
DS;Digi;DIGI;STUDENTS;2015-08-01;2;14;3;4;0;3;215.0
DS;Digi;DIGI;STUDENTS;2015-09-01;4;12;3;2;0;3;207.0
DS;Digi;DIGI;STUDENTS;2015-10-01;0;14;2;3;0;0;189.0
DS;Digi;DIGI;STUDENTS;2015-11-01;0;10;1;4;1;0;174.0
DS;Digi;DIGI;STUDENTS;2015-12-01;1;9;2;3;0;0;162.0
DS;Digi;DIGI;STUDENTS;2016-01-01;0;5;1;4;0;0;146.0
DS;Digi;DIGI;STUDENTS;2016-02-01;0;9;2;2;0;0;138.0
DS;Digi;DIGI;STUDENTS;2016-03-01;1;6;1;2;0;0;129.0
DS;Digi;DIGI;STUDENTS;2016-04-01;0;12;1;3;0;0;113.0
DS;Digi;DIGI;STUDENTS;2016-05-01;0;2;0;3;0;0;108.0
DS;Digi;DIGI;STUDENTS;2016-06-01;1;2;2;5;0;0;100.0
DS;Digi;DIGI;STUDENTS;2016-07-01;0;2;1;1;0;0;96.0
DS;Digi;DIGI;STUDENTS;2016-08-01;1;7;0;4;1;0;87.0
DS;Digi;DIGI;STUDENTS;2016-09-01;6;3;1;1;0;0;87.0
DS;Digi;DIGI;STUDENTS;2016-10-01;20;4;1;2;0;3;104.0
DS;Digi;DIGI;STUDENTS;2016-11-01;8;5;0;2;0;5;110.0
DS;Digi;DIGI;STUDENTS;2016-12-01;13;2;1;1;3;5;127.0
DS;Digi;DIGI;STUDENTS;2017-01-01;5;5;1;2;1;3;129.0
DS;Digi;DIGI;STUDENTS;2017-02-01;8;3;0;2;0;0;133.0
DS;Digi;DIGI;STUDENTS;2017-03-01;8;4;1;0;0;4;139.0
DS;Digi;DIGI;STUDENTS;2017-04-01;7;4;0;1;0;0;138.0
DS;Digi;DIGI;STUDENTS;2017-05-01;1;2;0;1;0;1;140.0
DS;Digi;DIGI;STUDENTS;2017-06-01;2;7;1;2;1;3;135.0
DS;Digi;DIGI;STUDENTS;2017-07-01;5;11;0;5;0;0;124.0
DS;Digi;DIGI;STUDENTS;2017-08-01;8;5;1;6;0;2;122.0
DS;Digi;DIGI;STUDENTS;2017-09-01;6;7;0;7;2;4;119.0
DS;Digi;DIGI;STUDENTS;2017-10-01;25;6;0;2;3;3;141.0
DS;Digi;DIGI;STUDENTS;2017-11-01;8;5;1;3;0;1;142.0
DS;Digi;DIGI;STUDENTS;2017-12-01;13;2;0;0;3;3;157.0
DS;Digi;DIGI;STUDENTS;2018-01-01;4;3;0;2;1;0;160.0
DS;Digi;DIGI;STUDENTS;2018-02-01;12;3;0;2;1;5;172.0
DS;Digi;DIGI;STUDENTS;2018-03-01;17;8;2;2;1;4;184.0
DS;Digi;DIGI;STUDENTS;2018-04-01;9;7;0;3;1;1;185.0
DS;Digi;DIGI;STUDENTS;2018-05-01;5;8;1;5;0;0;177.0
DS;Digi;DIGI;STUDENTS;2018-06-01;6;18;0;4;1;3;165.0
DS;Digi;DIGI;STUDENTS;2018-07-01;4;9;0;8;0;1;152.0
DS;Digi;DIGI;STUDENTS;2018-08-01;10;3;0;1;0;5;164.0
DS;Digi;DIGI;STUDENTS;2018-09-01;15;10;0;6;0;0;153.0
DS;Digi;DIGI;STUDENTS;2018-10-01;24;2;1;0;1;6;190.0
DS;Digi;DIGI;STUDENTS;2018-11-01;16;6;0;0;2;3;205.0
DS;Digi;DIGI;STUDENTS;2018-12-01;13;5;0;0;0;5;218.0
DS;Digi;DIGI;STUDENTS;2019-01-01;15;1;1;0;0;2;233.0
DS;Digi;DIGI;STUDENTS;2019-02-01;12;5;2;0;1;6;244.0
DS;Digi;DIGI;STUDENTS;2019-03-01;10;6;0;0;0;2;249.0
DS;Digi;DIGI;STUDENTS;2019-04-01;11;6;0;0;1;4;262.0
DS;Digi;DIGI;STUDENTS;2019-05-01;9;7;1;0;1;4;266.0
DS;Digi;DIGI;STUDENTS;2019-06-01;8;7;2;0;1;3;267.0
DS;Digi;DIGI;STUDENTS;2019-07-01;5;4;1;0;1;9;279.0
DS;Digi;DIGI;STUDENTS;2019-08-01;6;4;0;0;0;4;284.0
DS;Digi;DIGI;STUDENTS;2019-09-01;3;9;0;42;0;4;248.0
DS;Digi;DIGI;STUDENTS;2019-10-01;1;9;6;118;0;0;109.0
DS;Digi;DIGI;STUDENTS;2019-11-01;0;6;0;2;0;0;101.0
DS;Digi;DIGI;STUDENTS;2019-12-01;0;5;2;1;0;0;93.0
DS;Digi;DIGI;STUDENTS;2020-01-01;0;7;1;2;0;0;83.0
DS;Digi;DIGI;STUDENTS;2020-02-01;0;8;3;4;0;0;68.0
DS;Digi;DIGI;STUDENTS;2020-03-01;0;3;0;3;0;0;61.0
DS;Digi;DIGI;STUDENTS;2020-04-01;0;2;5;1;0;0;53.0
DS;Digi;DIGI;STUDENTS;2020-05-01;0;9;3;1;0;0;40.0
DS;Digi;DIGI;STUDENTS;2020-06-01;0;6;1;1;0;0;32.0
DS;Digi;DIGI;STUDENTS;2020-07-01;0;6;1;1;0;0;24.0
DS;Digi;DIGI;STUDENTS;2020-08-01;0;0;0;1;0;0;23.0
DS;Digi;DIGI;STUDENTS;2020-09-01;17;3;1;0;0;2;36.0
DS;Digi;DIGI;STUDENTS;2020-10-01;24;1;0;0;3;6;70.0
DS;Digi;DIGI;STUDENTS;2020-11-01;17;4;0;1;3;6;92.0
DS;Digi;DIGI;STUDENTS;2020-12-01;8;3;0;0;0;4;101.0
DS;Digi;DIGI;STUDENTS;2021-01-01;5;0;0;0;1;2;109.0
DS;Digi;DIGI;STUDENTS;2021-02-01;18;6;0;2;3;4;126.0
DS;Digi;DIGI;STUDENTS;2021-03-01;15;0;0;0;1;7;149.0
DS;Digi;DIGI;STUDENTS;2021-04-01;4;4;0;0;2;2;153.0
DS;Digi;DIGI;STUDENTS;2021-05-01;7;2;0;0;0;6;165.0
DS;Digi;DIGI;STUDENTS;2021-06-01;6;2;0;0;1;4;174.0
DS;Digi;DIGI;STUNT;2015-01-01;85;6;1;59;0;0;77.0
DS;Digi;DIGI;STUNT;2015-02-01;95;14;0;59;2;1;106.0
DS;Digi;DIGI;STUNT;2015-03-01;91;22;0;63;1;0;106.0
DS;Digi;DIGI;STUNT;2015-04-01;82;13;1;90;1;0;82.0
DS;Digi;DIGI;STUNT;2015-05-01;68;18;1;61;1;1;80.0
DS;Digi;DIGI;STUNT;2015-06-01;75;20;1;58;2;0;71.0
DS;Digi;DIGI;STUNT;2015-07-01;143;23;0;54;2;0;131.0
DS;Digi;DIGI;STUNT;2015-08-01;109;42;1;100;0;1;122.0
DS;Digi;DIGI;STUNT;2015-09-01;184;38;2;77;2;0;176.0
DS;Digi;DIGI;STUNT;2015-10-01;211;58;1;133;1;0;206.0
DS;Digi;DIGI;STUNT;2015-11-01;187;60;4;127;2;1;216.0
DS;Digi;DIGI;STUNT;2015-12-01;128;67;3;140;0;1;120.0
DS;Digi;DIGI;STUNT;2016-01-01;287;51;1;71;4;1;297.0
DS;Digi;DIGI;STUNT;2016-02-01;143;90;3;202;3;1;165.0
DS;Digi;DIGI;STUNT;2016-03-01;202;55;0;97;0;1;184.0
DS;Digi;DIGI;STUNT;2016-04-01;173;93;2;143;0;1;172.0
DS;Digi;DIGI;STUNT;2016-05-01;257;55;1;90;0;1;253.0
DS;Digi;DIGI;STUNT;2016-06-01;277;95;1;169;3;2;272.0
DS;Digi;DIGI;STUNT;2016-07-01;242;87;0;191;1;2;248.0
DS;Digi;DIGI;STUNT;2016-08-01;114;88;3;159;1;1;120.0
DS;Digi;DIGI;STUNT;2016-09-01;109;32;2;87;0;0;111.0
DS;Digi;DIGI;STUNT;2016-10-01;269;49;2;60;0;4;274.0
DS;Digi;DIGI;STUNT;2016-11-01;110;40;2;233;1;1;110.0
DS;Digi;DIGI;STUNT;2016-12-01;64;22;2;91;0;1;54.0
DS;Digi;DIGI;STUNT;2017-01-01;48;24;1;37;0;1;49.0
DS;Digi;DIGI;STUNT;2017-02-01;41;10;0;38;0;0;41.0
DS;Digi;DIGI;STUNT;2017-03-01;66;7;1;33;0;0;64.0
DS;Digi;DIGI;STUNT;2017-04-01;72;14;2;48;0;3;79.0
DS;Digi;DIGI;STUNT;2017-05-01;54;8;0;71;0;1;53.0
DS;Digi;DIGI;STUNT;2017-06-01;48;11;0;44;0;0;48.0
DS;Digi;DIGI;STUNT;2017-07-01;87;18;0;31;0;0;89.0
DS;Digi;DIGI;STUNT;2017-08-01;212;14;0;74;2;1;215.0
DS;Digi;DIGI;STUNT;2017-09-01;136;32;0;191;0;0;132.0
DS;Digi;DIGI;STUNT;2017-10-01;158;7;0;122;0;1;161.0
DS;Digi;DIGI;STUNT;2017-11-01;181;27;0;135;0;1;181.0
DS;Digi;DIGI;STUNT;2017-12-01;157;27;0;160;0;0;157.0
DS;Digi;DIGI;STUNT;2018-01-01;180;18;1;137;0;2;176.0
DS;Digi;DIGI;STUNT;2018-02-01;129;24;2;155;0;1;125.0
DS;Digi;DIGI;STUNT;2018-03-01;137;20;0;129;0;1;126.0
DS;Digi;DIGI;STUNT;2018-04-01;78;24;0;99;0;0;88.0
DS;Digi;DIGI;STUNT;2018-05-01;110;9;0;68;0;1;109.0
DS;Digi;DIGI;STUNT;2018-06-01;171;22;1;94;0;1;176.0
DS;Digi;DIGI;STUNT;2018-07-01;101;22;1;146;0;0;97.0
DS;Digi;DIGI;STUNT;2018-08-01;160;27;0;76;0;1;164.0
DS;Digi;DIGI;STUNT;2018-09-01;123;19;0;146;0;0;123.0
DS;Digi;DIGI;STUNT;2018-10-01;168;7;2;114;1;2;167.0
DS;Digi;DIGI;STUNT;2018-11-01;131;23;1;146;0;4;138.0
DS;Digi;DIGI;STUNT;2018-12-01;153;15;0;122;0;1;157.0
DS;Digi;DIGI;STUNT;2019-01-01;125;12;0;145;0;1;125.0
DS;Digi;DIGI;STUNT;2019-02-01;64;16;0;105;0;1;69.0
DS;Digi;DIGI;STUNT;2019-03-01;49;16;0;49;0;1;50.0
DS;Digi;DIGI;STUNT;2019-04-01;41;20;0;30;0;1;42.0
DS;Digi;DIGI;STUNT;2019-05-01;193;15;0;28;0;5;179.0
DS;Digi;DIGI;STUNT;2019-06-01;303;27;2;151;0;6;329.0
DS;Digi;DIGI;STUNT;2019-07-01;193;33;1;296;0;3;185.0
DS;Digi;DIGI;STUNT;2019-08-01;252;19;0;194;0;2;256.0
DS;Digi;DIGI;STUNT;2019-09-01;227;30;1;207;0;3;235.0
DS;Digi;DIGI;STUNT;2019-10-01;263;38;1;193;1;8;269.0
DS;Digi;DIGI;STUNT;2019-11-01;265;29;1;241;3;9;277.0
DS;Digi;DIGI;STUNT;2019-12-01;250;30;2;91;5;9;409.0
DS;Digi;DIGI;STUNT;2020-01-01;289;59;2;185;2;2;466.0
DS;Digi;DIGI;STUNT;2020-02-01;257;190;9;255;4;8;282.0
DS;Digi;DIGI;STUNT;2020-03-01;1085;63;3;92;4;8;1176.0
DS;Digi;DIGI;STUNT;2020-04-01;1171;64;2;290;1;2;2021.0
DS;Digi;DIGI;STUNT;2020-05-01;434;131;7;699;0;2;1695.0
DS;Digi;DIGI;STUNT;2020-06-01;241;74;6;1093;2;4;757.0
DS;Digi;DIGI;STUNT;2020-07-01;278;43;4;685;0;2;269.0
DS;Digi;DIGI;STUNT;2020-08-01;222;20;1;262;1;2;216.0
DS;Digi;DIGI;STUNT;2020-09-01;220;16;0;210;1;2;227.0
DS;Digi;DIGI;STUNT;2020-10-01;192;23;0;205;1;2;194.0
DS;Digi;DIGI;STUNT;2020-11-01;192;11;0;183;8;4;200.0
DS;Digi;DIGI;STUNT;2020-12-01;163;27;0;186;1;1;161.0
DS;Digi;DIGI;STUNT;2021-01-01;184;14;1;142;0;1;187.0
DS;Digi;DIGI;STUNT;2021-02-01;147;16;1;177;1;2;153.0
DS;Digi;DIGI;STUNT;2021-03-01;194;20;0;139;2;2;197.0
DS;Digi;DIGI;STUNT;2021-04-01;135;18;0;179;1;1;134.0
DS;Digi;DIGI;STUNT;2021-05-01;127;12;0;121;0;2;124.0
DS;Digi;DIGI;STUNT;2021-06-01;86;23;0;113;0;1;80.0
DS;Digi;DIGI;TIE_IN;2015-01-01;56;57;1;1;1;0;1003.0
DS;Digi;DIGI;TIE_IN;2015-02-01;3;38;3;2;1;1;964.0
DS;Digi;DIGI;TIE_IN;2015-03-01;4;19;0;1;1;0;947.0
DS;Digi;DIGI;TIE_IN;2015-04-01;5;19;0;0;0;0;934.0
DS;Digi;DIGI;TIE_IN;2015-05-01;4;23;1;44;0;1;863.0
DS;Digi;DIGI;TIE_IN;2015-06-01;3;62;1;105;0;0;711.0
DS;Digi;DIGI;TIE_IN;2015-07-01;21;11;0;7;0;0;712.0
DS;Digi;DIGI;TIE_IN;2015-08-01;17;17;1;1;0;0;710.0
DS;Digi;DIGI;TIE_IN;2015-09-01;8;7;0;8;1;0;704.0
DS;Digi;DIGI;TIE_IN;2015-10-01;5;28;2;52;0;0;631.0
DS;Digi;DIGI;TIE_IN;2015-11-01;0;32;0;44;1;0;553.0
DS;Digi;DIGI;TIE_IN;2015-12-01;2;58;0;82;0;0;416.0
DS;Digi;DIGI;TIE_IN;2016-01-01;0;9;1;4;0;0;391.0
DS;Digi;DIGI;TIE_IN;2016-02-01;1;9;0;1;0;0;392.0
DS;Digi;DIGI;TIE_IN;2016-03-01;3;8;0;6;0;0;381.0
DS;Digi;DIGI;TIE_IN;2016-04-01;4;13;1;29;0;0;342.0
DS;Digi;DIGI;TIE_IN;2016-05-01;26;10;1;25;0;1;332.0
DS;Digi;DIGI;TIE_IN;2016-06-01;15;3;0;5;6;4;349.0
DS;Digi;DIGI;TIE_IN;2016-07-01;19;6;2;10;1;1;352.0
DS;Digi;DIGI;TIE_IN;2016-08-01;20;4;0;3;3;2;369.0
DS;Digi;DIGI;TIE_IN;2016-09-01;30;3;1;23;0;2;369.0
DS;Digi;DIGI;TIE_IN;2016-10-01;0;5;4;23;0;1;343.0
DS;Digi;DIGI;TIE_IN;2016-11-01;44;14;0;19;1;2;358.0
DS;Digi;DIGI;TIE_IN;2016-12-01;15;30;1;50;3;3;296.0
DS;Digi;DIGI;TIE_IN;2017-01-01;10;21;1;17;2;1;271.0
DS;Digi;DIGI;TIE_IN;2017-02-01;8;8;0;2;2;1;272.0
DS;Digi;DIGI;TIE_IN;2017-03-01;11;2;1;1;0;0;278.0
DS;Digi;DIGI;TIE_IN;2017-04-01;8;0;1;2;1;1;286.0
DS;Digi;DIGI;TIE_IN;2017-05-01;1;5;1;2;0;1;281.0
DS;Digi;DIGI;TIE_IN;2017-06-01;0;2;0;0;0;0;280.0
